"","patient","polar_ 1","polar_ 2","polar_ 3","polar_ 4","polar_ 5","polar_ 6","polar_ 7","polar_ 8","polar_ 9","polar_ 10","polar_ 11","polar_ 12","polar_ 13","polar_ 14","polar_ 15","polar_ 16","polar_ 17","polar_ 18","polar_ 19","polar_ 20","polar_ 21","polar_ 22","polar_ 23","polar_ 24","polar_ 25","polar_ 26","polar_ 27","polar_ 28","polar_ 29","polar_ 30","polar_ 31","polar_ 32","polar_ 33","polar_ 34","polar_ 35","polar_ 36","polar_ 37","polar_ 38","polar_ 39","polar_ 40","polar_ 41","polar_ 42","polar_ 43","polar_ 44","polar_ 45","polar_ 46","polar_ 47","polar_ 48","polar_ 49","polar_ 50","polar_ 51","polar_ 52","polar_ 53","polar_ 54","polar_ 55","polar_ 56","polar_ 57","polar_ 58","polar_ 59","polar_ 60","polar_ 61","polar_ 62","polar_ 63","polar_ 64","polar_ 65","polar_ 66","polar_ 67","polar_ 68","polar_ 69","polar_ 70","polar_ 71","polar_ 72","polar_ 73","polar_ 74","polar_ 75","polar_ 76","polar_ 77","polar_ 78","polar_ 79","polar_ 80","polar_ 81","polar_ 82"
"57",57,22,25,37,48,63,80,114,119,106,208,168,230,248,325,407,277,342,381,482,643,510,878,994,1002,677,1134,958,989,1692,1151,1641,1571,2031,1807,2270,1499,1459,2414,2995,2475,1727,1913,3163,2600,3026,2328,4146,2770,2480,3783,5062,4882,5331,5293,5749,3391,3295,6594,6498,4450,6894,7215,4451,5481,6583,5590,5811,7774,8456,7090,6888,8500,6108,10276,7638,7801,10255,7431,8344,7862,6718,12447
"58",58,22,24,31,46,62,75,108,116,129,200,222,279,265,369,293,485,572,585,605,761,696,607,709,731,1152,888,880,1563,1549,967,1933,1794,1162,1232,2433,1953,2260,2808,2521,2265,2133,3179,2482,2627,3275,2889,2824,2927,3755,3648,4255,4076,3789,3345,5861,4393,3472,5581,4970,6560,5718,6072,7333,7010,5525,7623,7747,7159,8265,7520,7414,6408,7428,6359,8242,8675,11131,11352,6509,6792,8774,12947
"59",59,22,28,32,47,60,86,116,110,129,167,177,303,317,374,319,432,481,599,455,675,695,628,743,598,989,1111,840,869,1354,935,1131,1515,1147,1271,1851,1423,1820,2025,2752,1844,2824,2810,2882,2736,2099,2247,3381,3555,3392,4299,3271,3302,5508,4790,3052,6243,6258,4073,5877,3952,6747,5364,4994,4554,7475,7417,6754,6106,5005,6625,7604,5683,7404,6096,7105,11124,6030,10947,11423,12121,10904,13351
"60",60,21,27,30,40,48,72,118,128,127,142,224,296,293,253,293,349,568,536,527,714,510,554,929,1053,817,903,1169,1011,1288,1735,1296,1351,2077,1999,1265,1992,2621,1574,2988,1761,2780,2157,3072,2213,2653,2145,2687,4595,2562,4623,4233,4355,4323,4942,3216,5047,4405,4070,6255,4906,6430,4543,5430,6150,7561,5366,5257,8731,9353,6967,8436,8568,7713,6130,5916,10460,9070,6355,7037,12668,8898,9285
"61",61,21,24,29,36,52,65,91,134,116,134,167,230,285,290,428,522,536,532,577,714,689,881,937,653,1048,1319,1343,1307,1350,1403,1505,1519,1874,1274,2456,1462,2114,1940,2453,2042,2318,3212,2889,1957,3156,3340,3232,3238,4621,3777,4552,3800,4099,5231,3844,5634,4862,4453,6226,3650,6565,4847,7156,5849,8192,7764,8918,8145,5071,6829,6599,6549,10644,7532,8611,10102,9583,7695,6630,11302,11872,13031
"62",62,22,24,32,42,45,83,73,104,151,181,157,296,347,279,309,500,410,532,499,706,902,812,622,673,715,933,1163,883,1272,1188,1598,1467,1993,1469,1505,1964,1940,1485,2263,1651,2166,2553,2429,2814,2940,3701,2691,4610,4077,2645,4438,4849,3707,4162,5835,5436,6303,3923,6687,3941,5741,7530,6421,6652,5910,5102,5902,8388,9465,9200,8313,9853,7237,6117,9882,9040,9813,7582,11011,9960,10615,9648
"63",63,22,28,34,49,62,74,100,146,129,143,252,249,236,248,360,474,510,569,734,562,781,523,1023,1158,684,1122,991,947,1196,1476,1574,1658,1384,1875,2127,2395,2119,1891,2988,2635,3330,2798,2625,2975,3258,4160,4029,2849,4391,5009,3498,4761,3884,5088,5699,3499,5028,6334,4260,6570,5310,4314,7945,6261,6789,6255,6371,8594,7116,9209,5963,8411,9240,9809,8388,10849,6630,8807,8935,11368,9180,10472
"64",64,22,26,29,36,56,79,106,143,144,217,226,205,331,266,283,287,521,353,709,642,505,962,649,1166,984,906,787,1544,1026,1369,1213,1548,1842,1744,1262,1696,2225,1782,2321,3172,2733,2481,2855,3057,2937,2642,3643,4184,3668,3876,2791,3852,4255,4273,3674,5531,6466,4859,4350,5653,4210,6455,5804,7476,5823,5915,8823,6021,7596,9713,6475,10103,7464,10817,6118,10185,8698,8486,12175,6772,11219,8417
"65",65,22,24,30,37,70,78,71,86,140,180,216,179,312,266,332,488,511,404,389,673,673,586,931,619,845,1041,1168,1515,1559,1514,1202,1074,1886,1986,1383,2507,2041,2707,2870,1901,1754,2433,1996,2161,3263,4089,4147,2703,2896,2777,3992,5208,4629,3655,3623,5704,5371,4208,6131,4254,4189,5531,7225,7553,5506,7298,5143,7779,7707,7662,8638,6108,10005,7593,10894,6818,10001,11372,9998,10872,6730,12903
"66",66,22,25,33,52,45,90,109,96,181,123,186,267,235,290,406,301,427,400,411,636,468,865,589,1067,838,1058,969,1311,1045,966,1913,1169,2003,1573,1274,1611,2539,2159,2739,1990,1755,1823,3058,2827,3351,3365,4216,3800,4609,2588,3892,3358,5366,3337,5149,5705,3677,4404,3567,7064,5724,4557,4815,6895,8199,4498,5487,7253,5762,6743,7127,5615,5886,9444,8077,6504,10121,9240,7571,8547,11549,6934
"67",67,22,28,30,48,59,61,84,123,118,218,169,246,354,277,325,396,357,618,554,736,546,811,893,792,1121,1014,1367,848,1370,1257,1601,1611,1341,2051,1731,2509,2535,2762,2745,2943,2192,2300,1908,2529,2774,2628,2548,4129,3112,3587,3669,2728,3416,4878,5188,5893,3871,3598,4992,6035,5709,6111,7561,4804,6144,5029,8876,9117,5451,9351,10091,8828,9690,7383,8254,10766,11248,8049,12008,10668,7183,11596
"68",68,21,26,36,38,66,74,76,96,107,133,190,173,324,333,339,412,400,347,561,708,840,926,737,882,986,1067,785,1453,1686,959,1056,1457,1791,1610,2131,1969,2693,1582,1777,2330,1803,1816,3324,3187,2853,3009,2451,3327,3068,3182,3967,4991,3178,5751,4313,5992,4116,4155,4038,5430,4881,7205,5711,7137,6059,5802,6495,5393,7667,8141,6842,9639,7441,7218,7108,8666,8895,7813,6873,7630,13027,7670
"69",69,22,24,35,40,48,73,96,96,176,152,179,213,330,260,357,363,363,604,452,635,480,642,944,781,860,815,1355,1126,1075,1394,1461,1888,1227,2015,1776,1415,1875,2060,2325,2148,1912,2728,3046,3080,2690,2531,3972,2460,3323,2960,2652,4572,4003,4979,5676,3785,4972,5766,6475,3883,3952,5489,7593,8002,4329,8403,6772,5235,8957,7913,6163,7916,9527,7872,8623,7646,8958,8552,10207,6934,10841,9633
"70",70,22,27,35,44,61,60,84,105,165,154,173,297,327,358,455,363,595,386,621,722,897,964,746,966,695,1217,1058,947,1634,1029,1519,1857,1132,2268,1958,2325,1394,2307,2142,3019,2688,1886,1957,3609,3718,3215,3402,2813,3669,2905,3789,4552,3915,4128,5410,5624,6080,6659,4684,7183,5534,6587,7861,4674,4918,4974,5731,6893,6355,5418,7295,5529,8732,9055,10717,9452,8492,6694,12417,11142,10619,10536
"71",71,22,24,38,39,64,59,118,142,165,129,253,164,293,300,381,311,475,472,409,758,886,561,646,870,1059,1301,1052,885,1183,994,1880,1215,1383,2252,2147,2017,2605,2287,2293,2214,1782,3035,2669,2762,3887,4018,2748,2334,2764,4309,2773,3152,4182,4633,5147,4159,6406,4699,6903,4604,4487,4666,6383,7334,6228,6690,6182,5171,7017,5648,5704,8826,7212,9313,7989,11439,7664,10612,12267,11366,7806,12885
"72",72,22,25,34,43,62,58,86,135,143,193,168,234,272,270,264,323,497,495,740,606,598,808,710,916,1082,1107,933,1265,890,1148,1049,1918,2075,2178,2211,2499,2007,1626,2190,2040,2546,1892,3622,2285,2091,3391,2841,3453,3724,2990,5061,3534,4674,3782,3978,4595,5320,6478,3601,5499,4940,7092,4003,6409,5790,6717,7951,4684,8463,9584,10016,7169,6819,7242,6542,8928,9107,7917,9412,12033,7733,12185
"73",73,21,24,31,39,55,60,108,109,158,177,231,207,205,318,308,349,477,583,647,587,671,826,676,739,672,878,897,952,1134,936,1815,1808,1869,2057,1902,1708,1984,2456,2365,3079,3230,2785,2803,2764,3925,2508,2895,4512,2486,3046,2939,5130,3126,3963,3175,3456,3773,6732,5743,5553,5162,4243,5610,5684,4307,8477,5283,8283,6080,6572,7754,6779,9447,10966,9885,6630,11424,10000,11297,12169,7140,12216
"74",74,21,27,29,44,53,66,97,99,123,158,232,295,341,331,288,332,420,624,505,541,727,711,567,708,873,1126,1256,862,1107,1176,1239,1273,1387,1702,2255,1621,2331,2575,1720,2824,3379,3136,3447,1964,2087,2294,4321,3597,2863,4135,3165,2847,5462,4389,3826,5283,4319,4099,5773,4247,6045,5386,4255,6108,7735,6953,6198,6303,9454,8906,9829,6882,8488,8569,9351,9763,8572,7261,9632,10431,7329,11413
"75",75,21,27,38,38,48,66,106,121,175,135,178,282,335,316,433,518,350,452,402,439,782,911,878,1035,1070,765,1174,1314,1533,1123,1373,1510,1866,1273,2312,1818,1711,1673,2432,1898,2823,3476,3233,3557,3141,3419,3100,4112,4351,3185,3150,4005,2919,4375,3241,5442,5247,4189,5751,5612,5275,6756,5186,7811,6058,5130,6296,5528,8415,8973,5935,8767,6301,6919,8308,5811,10035,9441,9413,8896,11562,9788
"76",76,22,24,30,44,47,63,78,106,121,134,202,175,241,249,425,373,495,466,498,723,531,768,747,602,982,987,1228,1318,1701,1210,1716,1127,1475,1591,2406,2152,2515,2371,2599,2945,2236,1859,3332,2911,2267,2942,3392,3498,4629,4343,5046,4217,4489,4671,4798,6262,5961,6481,4449,5753,5953,4524,5569,7769,5286,7126,8727,7126,7806,9386,7299,7494,7286,5632,5793,6122,10041,11393,7048,11944,10540,11973
"77",77,22,27,33,48,47,87,113,136,160,150,161,224,195,259,332,395,312,369,727,542,585,725,997,663,1127,1066,1385,1361,921,965,1232,1493,1735,1541,1874,2605,1830,2485,2568,3127,2261,2763,3306,2780,2276,3045,2832,3598,2686,2741,4011,4603,4558,3005,4403,4516,3781,5101,6282,7147,5205,4905,4039,4182,6429,8552,7950,5472,8891,7848,9714,10063,9061,5675,6487,9760,10377,11425,6477,12369,13021,10227
"78",78,21,24,38,44,48,59,98,94,130,129,188,181,261,349,385,522,596,567,542,790,814,561,953,638,808,1149,1222,1534,1537,962,1553,1839,1896,2201,2116,2025,2731,2420,1727,2866,2331,3298,2168,3549,2640,3854,4139,4307,4197,3166,2706,3469,4787,3300,6048,4441,3935,6368,6122,5532,6975,6765,7563,7854,4971,5031,5820,8030,9354,4982,9515,7075,8520,6964,7853,9421,8438,9115,12297,11300,12579,13175
"79",79,21,28,32,44,60,77,107,115,109,220,242,240,279,340,265,459,400,468,403,504,594,738,753,1023,1055,1132,992,1215,1532,1721,1769,1164,2134,2032,2027,1801,2157,2516,2349,1898,2751,3354,2786,3370,2476,3385,2232,3310,4188,2911,2999,4140,2923,4175,4645,5259,3940,5464,6623,6041,5692,5110,7660,7794,6121,6527,6121,7004,9512,7255,6901,6360,8652,6586,7328,9057,6713,7481,10904,7103,10009,10268
"80",80,22,27,37,38,53,75,90,141,128,170,146,280,278,239,380,473,567,537,466,648,475,986,703,1013,1099,805,1001,1253,1352,1685,1401,1904,1927,1241,1315,1361,1466,2024,1979,2131,3343,2516,2037,3497,2463,2542,3869,2791,3841,3805,4988,3871,5471,5782,4721,6070,6480,5889,6552,5364,4299,7082,4002,7049,5161,5982,5081,5186,4966,8947,9234,7395,5874,8039,8504,8527,7331,6161,11745,8056,10295,12348
"81",81,22,26,33,39,50,67,112,96,153,172,154,171,234,289,284,333,381,523,400,673,615,920,579,1013,704,839,1038,1355,1365,945,1003,1718,1900,1309,1455,1856,1941,2856,2155,2662,1852,1799,3574,3090,2514,3144,4054,4467,2615,3160,3571,3819,5441,3544,5865,4645,6249,5741,4758,6053,6621,7578,6133,6550,5588,5214,8450,6727,9499,8804,9428,6413,7511,6286,10877,9131,9942,10864,10902,9649,8965,6997
"82",82,22,28,34,50,46,62,74,94,131,182,161,282,197,322,272,433,574,569,634,437,843,746,909,1004,1256,1325,1220,882,912,1547,1702,1904,1911,2316,1281,2167,2480,2691,1596,2120,2216,3164,2191,2758,3707,3436,2797,3235,4188,4409,4336,3898,4603,3668,3939,5260,4138,5539,3968,5890,4150,7029,4001,5953,8017,6189,6878,5529,8993,5570,5830,6883,8519,10586,10995,6535,10542,6315,9094,11837,9935,10653
"83",83,21,27,35,40,60,65,72,105,103,220,242,236,352,377,289,359,584,577,738,654,475,545,704,905,770,882,1023,1087,1181,1398,1709,1313,1783,1289,2371,1930,1613,2317,1695,1674,2887,3539,3669,2839,2991,3022,3157,3683,3146,2997,4911,3896,3544,4259,4129,4685,4126,4752,5210,4641,4539,4728,4681,5145,5115,4662,5706,9253,6701,5071,6249,9950,5603,8994,6903,10070,8925,11445,11621,6942,8209,8302
"84",84,21,28,35,42,65,66,116,109,136,166,221,283,319,223,349,432,338,640,723,533,857,972,882,935,1125,1227,1046,1409,1503,1807,1333,1978,1798,1389,2383,1547,2380,2686,1615,1698,2240,3055,3681,3533,3838,2643,3096,4083,3885,3750,4281,2978,3103,5319,3212,3225,6335,6277,4081,5371,4886,3979,6785,5768,6304,4862,8738,8613,8570,5410,9766,6666,7767,8076,6330,6411,8903,10750,9901,12180,9027,12065
"85",85,21,28,31,47,53,84,117,88,140,158,215,176,289,331,445,445,450,466,647,427,561,899,731,604,1035,1348,948,1525,1030,932,1001,1601,1212,1455,1452,1728,1579,2855,2676,2031,3295,2789,2759,2103,2454,3590,3143,3328,2646,4956,2633,2765,5588,5059,5803,4101,5611,4229,6840,5474,4592,4777,4968,5764,7963,5537,7408,6445,8298,7235,7175,6187,6925,10696,9336,9776,10384,8108,9776,10916,12883,11655
"86",86,22,24,36,44,53,84,111,105,101,170,171,254,193,362,314,287,309,518,632,647,765,978,1060,648,1059,1224,1425,1561,1543,1633,1856,1436,1373,1244,1371,1921,2088,2546,2732,2104,3011,3132,3297,3566,3203,2276,3909,4152,4816,3508,4460,3195,3842,4662,3063,5578,4819,6631,4380,6715,6421,6932,6530,4939,4576,7158,6725,7307,4852,7507,5501,7951,5423,7451,6268,10028,6672,8533,7515,7648,7659,10279
"87",87,21,28,32,37,61,73,81,112,154,208,192,237,245,347,423,434,560,609,644,612,866,944,994,614,1001,1269,1125,974,1574,1160,1441,1554,1603,1952,1736,2023,2295,2817,2783,1686,3210,2771,3126,2270,3043,2889,2694,3184,4619,4013,4382,3057,5071,3053,4179,4897,4335,3459,5513,6701,6878,6053,5955,5958,5046,7988,6365,8276,6023,5238,6357,6237,9645,7223,8723,9362,9297,10634,7407,10540,11586,12984
"88",88,22,25,33,52,50,64,112,106,116,137,199,183,255,259,329,363,504,601,574,511,897,901,839,710,725,786,857,1303,1104,1778,1110,1924,1651,1849,1256,1706,1833,1746,1600,3002,2932,3437,2129,2667,2426,4174,3609,2908,2463,3375,4425,5398,4379,3546,3291,3559,5459,6568,4806,3850,6297,6302,4070,6235,4746,6486,6345,7174,7584,6601,9429,8361,8885,10143,10999,7854,7910,9142,6964,10003,8506,8982
"89",89,21,26,38,45,61,63,86,128,101,122,156,258,258,350,291,373,513,582,496,624,516,784,767,951,770,957,1457,1532,1022,982,1127,1965,2173,1630,1689,1812,1865,2345,1841,3139,2804,3449,3473,2661,3949,3814,2784,4541,2568,3407,4053,5314,5213,5053,5337,4253,3454,6743,3928,5754,6631,4157,7650,5419,4552,5634,7169,5155,6553,6641,8186,6712,6530,6530,11006,7069,10503,11274,9860,11294,7147,8022
"90",90,22,26,36,46,66,67,101,145,123,205,202,190,237,340,250,432,383,366,530,515,529,878,836,917,938,1283,1315,1093,1640,1606,1576,1282,2094,1946,1724,1883,2517,2001,1680,2926,2527,1865,3268,2602,2525,2452,2945,2803,3082,2970,3236,4835,4897,3135,4427,3659,4620,5386,4836,4852,6571,4204,7829,8118,7764,4464,7603,5994,8674,6905,6796,8236,10616,7410,10332,7223,6646,9932,6605,9989,12278,12054
"91",91,21,24,35,48,46,90,85,146,178,161,187,296,196,352,433,469,434,537,387,578,549,836,884,659,1139,766,1050,1322,1188,1604,1068,1353,1483,1227,1841,2520,2344,2113,2540,2904,2175,2697,1942,3110,3743,3575,3519,3558,2936,2681,2802,3646,4667,4748,5593,5168,3549,6174,3586,7132,5917,5719,6156,5962,4549,7990,6919,4853,6853,6766,9646,5500,8320,8652,9023,9865,6807,9335,8502,10679,7479,11585
"92",92,21,24,37,43,51,58,101,135,173,129,255,170,304,372,470,530,586,651,548,618,625,640,605,718,1067,919,1156,1471,1623,1372,1742,1081,1244,2095,2155,2295,1584,1481,2429,2211,2394,2108,3241,2258,3307,3664,4028,4197,4327,3863,2734,4887,5289,3959,3094,4320,5565,6407,4718,4275,6354,6919,7608,6234,5260,5558,5265,7991,6227,8678,6852,8644,9139,10525,6304,10494,8131,7595,12271,6936,11942,11148
"93",93,22,26,30,42,68,69,112,131,157,183,143,166,358,350,388,507,346,449,393,538,576,872,1019,696,1159,1256,1041,1224,1332,1061,1343,1397,1276,2224,1892,2215,1463,1821,2135,2323,2699,3429,2756,2282,3764,3917,2926,3535,3058,4914,3760,4343,3905,4939,3453,3336,3403,3991,6177,4410,5510,5167,5720,8122,8239,5803,7589,5365,8340,8293,7615,6188,6099,9677,9961,10834,8092,11107,9992,11192,12032,10277
"94",94,22,28,37,42,66,75,79,97,147,178,208,275,189,321,383,315,358,422,733,535,657,505,937,1018,1144,931,1118,1099,1018,1085,1636,1281,1351,1948,2359,2007,2603,1982,2116,2231,1907,3167,2410,2882,4055,3340,3208,2551,3433,4155,3547,5173,3206,4586,5923,3712,5107,4989,6116,6682,6006,4204,4833,4516,7525,6249,8923,6004,5752,8862,7234,8858,6067,8951,10618,6425,6181,7572,8271,7462,8399,13005
"95",95,21,26,33,37,52,79,100,88,120,198,255,291,234,356,417,521,506,442,679,580,836,722,847,623,767,889,1135,1317,1251,1058,1302,2009,1627,2124,2364,1957,2168,2153,1886,1920,2894,2734,3076,2715,2568,3654,3387,3292,3450,3289,3581,3597,2863,4544,3706,3769,5484,4356,4220,5649,5265,5550,7708,6455,6151,8668,8005,7665,8666,8418,8130,8683,8486,7121,10344,8078,9870,8247,6825,7496,7301,10981
"96",96,21,26,37,49,52,58,116,101,175,196,247,290,356,288,432,463,456,405,441,799,594,787,868,1049,1054,1007,949,1522,1015,1272,1593,2048,1460,1937,1716,2523,2405,2889,2482,1620,2027,2079,3088,2976,2389,3035,3596,4041,3335,4854,3398,4825,3162,3387,5932,4844,4463,6097,4758,6273,3831,5502,6292,4720,8292,4385,8037,7901,5985,8235,9242,5849,9949,7753,10477,7467,7419,6555,6954,8373,9451,12339
"97",97,21,24,38,49,61,89,102,145,115,209,211,175,336,339,255,281,356,345,738,628,750,871,765,770,1133,1186,1040,851,1338,1709,1465,1049,1320,1410,2363,1983,1930,2774,3046,2489,2078,1932,3449,2232,2596,2202,4173,3665,3468,3212,3759,4063,5379,3085,3931,3692,6471,5991,6089,4202,7015,4660,6091,8067,5842,7021,7941,8413,5962,8636,9486,8312,8201,8954,9005,9301,8485,8686,8918,11767,11190,7229
"98",98,22,27,38,46,58,57,109,130,177,197,168,165,344,239,417,413,396,438,670,425,518,797,950,1085,1181,853,1021,942,1531,1318,1128,1236,1709,1228,1661,2544,2082,1571,1693,2702,3166,2779,3324,3367,3622,4238,3307,4056,2670,3854,4913,2783,4179,5724,4489,4111,5043,3598,4420,5482,5593,4560,7155,6799,6278,7808,6302,4648,8388,7591,9642,8448,7189,7638,6700,10498,11848,11388,7546,12260,12201,10016
"99",99,22,25,35,48,60,77,117,132,142,211,143,171,309,288,412,357,475,623,721,532,586,864,1029,908,753,1001,917,871,1593,1768,1173,1867,1202,1924,1427,1531,1866,1812,1640,1657,3196,3376,2214,3143,2058,2381,3868,3756,3044,2543,4498,2984,4892,3111,4352,4546,6054,4212,5180,4872,6682,5940,5579,7386,6702,6375,8258,4844,5448,8709,5083,8753,7531,9855,8068,9524,11573,10460,7408,7843,11894,10598
"100",100,21,25,29,50,61,60,76,137,131,153,232,223,341,327,436,358,402,428,431,608,894,687,1002,612,1087,1243,1202,1444,1343,1269,1644,1933,2001,1969,2297,1546,1666,2147,2440,2143,2284,1883,3524,2796,3203,2344,2880,3135,2584,4493,3422,4190,3623,4158,3170,4385,5941,4264,3855,4135,7106,4683,5455,7337,4889,8532,8837,5966,8656,6225,5448,8995,10184,9608,7922,10469,10493,8545,12319,8374,11459,7388
"101",101,22,28,38,38,64,56,77,109,161,183,196,228,291,400,284,471,311,603,568,715,692,927,635,968,1101,1283,1231,1049,1331,1449,1238,1303,1569,1940,1848,1564,1604,2307,2856,2412,2527,2782,1937,2261,3469,3783,2996,3118,2739,4655,2759,5400,5280,2994,3906,5627,5871,6241,5170,7139,5808,6736,6247,6910,5439,4762,8236,5513,6783,5983,6696,10268,7730,6085,7269,10570,7162,12073,7108,11457,8941,9070
"102",102,22,27,36,42,57,77,77,103,149,123,183,302,313,395,251,378,387,503,543,640,819,734,643,790,711,762,1027,1534,1057,1739,1230,1671,1112,1379,2180,1460,2515,1949,2338,2215,2507,2081,3507,2881,2905,4134,4000,3160,4593,4439,3357,3847,3332,3148,4593,5098,4152,4806,5472,7093,7461,6381,6759,6458,8107,5851,7418,5036,7962,5946,5439,8228,8568,7812,8172,8703,10427,11144,7148,7045,10609,10278
"103",103,22,26,36,39,53,67,90,96,117,182,236,306,245,229,389,455,569,555,581,422,821,594,801,622,672,850,1141,959,912,1637,1253,1839,1496,1259,2039,1752,1513,2499,3053,2587,2036,2185,2418,2093,3090,2553,2346,2529,4645,4930,2758,5261,4586,3638,4559,4815,4415,3729,3854,4021,4224,4730,6892,6021,6965,8271,8442,7350,9498,9455,7057,6840,9211,9083,5868,7303,9270,12013,10857,10521,11027,10606
"104",104,21,24,37,45,57,66,82,131,138,139,161,180,246,299,455,403,527,641,602,750,482,543,860,905,655,1330,1155,806,1195,1032,1410,1942,1328,2321,1767,2156,2421,2232,1712,2183,2800,1874,2315,2026,2094,3293,3773,4209,4670,3888,2943,3593,4309,3776,3922,3831,3321,3545,5415,5281,5485,7369,6246,8140,5298,8585,4570,4654,8887,6982,5472,9263,8958,5730,7455,10924,10683,11996,11450,6779,11331,7306
"105",105,21,24,30,40,51,77,111,101,127,182,152,206,287,379,321,530,518,626,700,554,616,820,584,1088,1156,1255,1135,1032,1284,1417,1411,1274,1189,1872,1476,2358,2028,2317,2827,1795,2827,2564,2600,2961,3305,2237,3833,4579,3115,3537,2876,5379,3862,4996,5134,3672,6441,4006,4950,5106,4224,4376,4341,7263,5837,4416,6681,4717,5078,5481,6896,7846,7057,6327,7384,9319,9088,9108,10013,12420,8861,9209
"106",106,21,26,30,44,55,78,92,117,176,212,189,214,342,279,334,419,459,398,470,533,594,891,845,1039,936,944,1255,1037,1494,1146,999,1138,1820,2137,1329,2409,2353,1979,2267,1735,2410,2988,2362,3875,3547,2421,2903,3290,4574,4105,3142,4127,4683,4652,4410,4474,3869,4358,4406,5244,5310,6358,6941,7495,7393,6992,7573,7587,5074,8184,5997,5370,6973,7282,8293,8456,7957,10671,10253,9318,8932,12118
"107",107,21,28,35,46,48,65,96,143,148,218,173,275,329,263,391,334,421,659,692,618,669,533,678,783,1040,1019,861,840,1250,1290,1023,1064,1614,1824,1278,2439,1597,1697,2960,2087,2117,2861,2574,2918,2205,3905,2237,2962,3929,4054,2809,3718,4356,4485,3950,5518,3288,6102,5214,7213,4771,4847,5694,8195,7177,7697,5568,6935,8836,6076,9420,5828,6875,8205,9067,6032,9918,8032,10316,11145,8304,10812
"108",108,22,27,31,47,65,58,92,120,176,206,221,266,353,295,430,507,446,411,711,600,655,607,580,1094,1137,1120,957,1174,931,1576,1645,1373,1958,1265,1976,1818,2374,2325,3019,2590,2634,2634,2213,2191,3152,3848,2710,2508,3908,4819,5199,4693,4780,4913,4768,4067,3744,5111,5707,4975,7202,6578,4507,5259,8328,7079,6128,5872,9271,6612,5553,10311,8419,5752,8083,8756,7561,8473,11550,8855,8336,8170
"109",109,21,27,29,47,59,58,108,145,114,215,148,257,274,321,377,332,501,579,610,437,599,697,804,708,1130,1279,1360,1086,1691,1580,1249,1758,1694,2181,2177,1432,1450,2851,2173,3187,3357,2071,2341,3731,2342,3820,4129,2511,2809,3306,3612,3286,4928,3887,4414,4638,5930,4802,6672,6041,5624,3905,4459,4491,5665,5704,6010,7861,7083,6228,6843,6147,9975,9736,10839,10142,8834,11962,6578,6652,6692,10612
"110",110,21,25,34,52,57,77,93,101,119,167,158,192,241,358,257,283,397,550,453,589,719,932,820,916,851,859,1256,1009,1252,1048,1251,2019,1895,1289,1410,2407,2157,2799,2242,1842,2199,2503,2204,2756,2239,3455,2332,2414,4788,4937,3277,2905,3540,4276,3086,4073,6283,5250,6523,6741,3948,5702,4411,4659,5499,4838,7386,7977,8353,7934,9641,9467,7156,7628,6138,11292,8613,8505,10014,7981,11107,8522
"111",111,21,28,34,36,54,84,86,126,120,213,256,206,311,285,447,330,430,532,619,776,491,725,803,821,947,800,951,943,1246,1369,1560,1634,2062,2264,1473,1921,2642,1995,2879,1923,2413,1843,3144,3369,3223,3271,4429,3514,4135,3483,4236,3134,3621,5081,5323,5158,4217,6297,5133,6172,4141,4039,7233,7219,5895,5805,6841,6135,5042,9132,9838,7317,7211,9384,10887,6611,7272,9706,11337,12574,7704,9629
"112",112,21,24,36,37,51,59,103,135,126,139,247,186,219,337,403,403,375,425,587,439,482,814,783,972,856,1272,1158,811,1690,1281,1489,1792,1507,1262,2076,1866,2393,2176,2090,1638,2730,3092,1956,2442,3814,2721,2611,4259,2507,3756,4621,5132,3723,5178,3356,4831,5855,3457,3647,6850,6688,6708,4373,7016,5524,4904,6253,6429,8135,8272,9205,8802,9016,6110,8678,6414,9193,8735,9499,11344,7845,11038
"113",113,21,28,29,46,58,91,86,128,126,173,143,228,250,265,430,465,556,386,524,477,668,686,649,1164,1216,1029,997,985,1581,1154,1611,1767,1337,2247,1593,2593,2459,2309,2569,3168,3157,2632,3214,2072,2365,3833,2626,2580,2996,4321,3496,4593,5267,4859,3337,4855,5694,5880,6752,6467,7168,5589,5873,4360,6735,6205,5298,8190,6007,7000,7488,5567,6879,9462,9053,6022,6758,9989,6367,10431,11965,13327
